company_id,slug,company_name,domain,one_line_description,founded_year,hq_country,hq_city,region,total_raised_usd,last_round_date,last_round_stage,last_round_size_usd,headcount,headcount_growth_6mo,vla_classification,vla_evidence_type,vla_evidence_url,vla_evidence_quote,models_used,pain_score,pain_signal_url,pain_signal_quote,pain_summary,spend_tier,spend_rationale,vertical,lockin_status,lockin_evidence_url,openness_score,notes,score,tier
c444,eka-robotics,Eka Robotics,eka.com,"Self-supervised-learning manipulation startup, Cambridge MA",2025,USA,Cambridge,us_other,13000000,,seed,,,,vla_likely,7,https://pitchbook.com/profiles/company/1326584-71,Eka Robotics develops transport robotics systems combining self-supervised learning with sim-to-real,custom,0,,,Team from MIT/Berkeley/DeepMind/Boston Dynamics suggests modern foundation-model approach.,b,~$13M raised per Pitchbook/search aggregators; small team.,mobile_manipulator_other,lockin_unknown,,1,Domain eka.com redirects to Nouryon; correct domain is ekarobotics.com — flagged.,44,3
c424,enchanted-tools,Enchanted Tools,enchanted.tools,"Mirokai social humanoid for healthcare and hospitality, Paris",2021,FR,Paris,international,18000000,,seed,,,,vla_possible,,https://enchanted.tools,Mirokai humanoid robots blend AI with character-driven robotics for healthcare service,,0,,,Companion/social humanoid; no public VLA signal but humanoid form factor.,b,~€17M seed; first customer deliveries 2025.,humanoid_general,lockin_unknown,,1,No public VLA evidence; humanoid platform makes them vla_possible.,32,3
c398,endoquest,EndoQuest,endoquestrobotics.com,Endoluminal flexible surgical robot integrating Nvidia IGX Thor,,USA,Houston,us_other,204000000,2025-07,series_d,,,,vla_likely,4,,,custom,0,https://endoquestrobotics.com,Careers page exists; no specific infra-engineering openings visible,Surgical robotics with Nvidia AI vision integration; cloud component announced.,a,$204M raised; FDA Phase trial ongoing; production-bound.,surgical_medical,lockin_generic_cloud,,1,Nvidia IGX Thor + secure cloud services suggests generic-cloud lockin path.,58,2
c303,endox,Endox,endoxai.com,"Physical-AI robotics for defense and supply chain reshoring, Boston seed",2025,USA,Boston,us_other,250000,,seed,250000,,,vla_likely,4,https://endoxai.com,Physical AI for robotics; proprietary data capture next-gen robotics integration edge-native architectures,custom,0,https://endoxai.com,Active development with early deployments underway,Edge-native physical AI language; DoD pilot suggests deployment focus.,c,~$250K SBIR; raising seed.,defense_dual_use,lockin_diy,https://endoxai.com,1,Edge-native architecture language suggests DIY infra path.,30,3
c372,engine-ai,Engine AI,engineai.com.cn,Shenzhen humanoid manufacturer shipping 500+ units in 2025,,CN,Shenzhen,international,166000000,2025,series_a,139000000,,,vla_possible,,https://english.news.cn/20260109/bab6612656664145bb5becc3781edd59/c.html,EngineAI is among major Chinese humanoid robot manufacturers planning to expand production capacity,,0,,,Humanoid OEM with China-only data; VLA usage unclear.,a,$166M+ raised across rounds; large-scale shipments.,humanoid_general,lockin_unknown,,1,Chinese-domain site unreachable from this session; classified as possible per humanoid vertical.,42,3
c381,general-intuition,General Intuition,generalintuition.com,"Spatial-reasoning world-model startup for games, robotics and drones",2025,CH,Geneva,international,134000000,2025-10,seed,134000000,,,vla_active,4,https://techcrunch.com/2025/10/16/general-intuition-lands-134m-seed-to-teach-agents-spatial-reasoning-using-video-game-clips/,Train ML models on large-scale video-game data teaching AI spatial-temporal reasoning for embodied agents,world_model,1,,,World-model foundation play for embodied agents; clear inference compute need.,a,$134M seed; Khosla/General Catalyst-led.,research_only,lockin_diy,https://techcrunch.com/2025/10/16/general-intuition-lands-134m-seed-to-teach-agents-spatial-reasoning-using-video-game-clips/,2,Spinout from Medal; foundation-model-scale training implies sizable inference burn.,70,2
c254,general-trajectory,General Trajectory,generaltrajectory.com,YC W25 reasoning + VLM foundation model for dexterous robot manipulation,2024,USA,,us_other,,2025,seed,,,,vla_active,4,https://www.ycombinator.com/launches/MyN-general-trajectory-reasoning-models-for-robotics,Fine-tunes vision-language models to output low-level robotic controls for picking sorting palletization,vlm|custom,2,https://www.ycombinator.com/companies/general-trajectory,Foundation model for dexterous manipulation,VLM-based foundation model for manipulation; clear Reflex fit.,c,YC W25 seed; small team.,mobile_manipulator_warehouse,lockin_diy,https://news.ycombinator.com/item?id=46515259,1,Strong VLA-aligned customer; YC stage so likely DIY infra today.,52,2
c259,habit-robotics,HABIT Robotics,habitrobotics.com,YC X25 conversational service robots for retail and detailing,,USA,Los Angeles,california,,2025,seed,,,,vla_likely,4,https://habitrobotics.com,Real-time scene understanding and human communication using minimal resources self-improving QA,vlm|llm,1,https://habitrobotics.com,HABIT is actively recruiting in Southern California with roles reaching thousands of people,Conversational robot stack implies LLM/VLM use.,c,YC X25 seed; private beta in SoCal.,cleaning_janitorial,lockin_unknown,,1,Conversational + scene understanding; some Reflex fit if cloud inference used.,39,3
c439,hexagon-robotics,Hexagon Robotics,hexagon-robotics.com,"AEON wheeled humanoid for industrial use, Zurich; BMW deployed",,CH,Zurich,international,,,corporate,,,,vla_active,3,https://blogs.nvidia.com/blog/hexagon-robotics-ai-software-aeon-humanoid/,Hexagon is post-training Nvidia Isaac GR00T N1.5 open foundation model for AEON humanoid policies,GR00T,2,,Hiring across robotics division; on-board Jetson Orin upgrading to IGX Thor,GR00T-based foundation model with on-robot Jetson; classic edge stack.,a,Division of public Hexagon AB ($28B mcap); BMW Leipzig deployment.,humanoid_industrial,lockin_jetson_only,https://blogs.nvidia.com/blog/hexagon-robotics-ai-software-aeon-humanoid/,2,Jetson-only edge inference; harder for Reflex cloud sale unless they need data-center training.,85,1
c360,holiday-robotics,Holiday Robotics,,Korean manufacturing humanoid platform using NVIDIA GR00T,,KR,,international,9700000,2025-07,seed,13000000,,,vla_active,4,https://en.wowtale.net/2025/07/13/231588/,Uses Nvidia Isaac GR00T platform for full-body humanoid control with natural language processing,GR00T,1,,,GR00T-based humanoid platform; explicit foundation-model use.,b,~$9.7M seed (KRW 13.5B); ex-Sualab co-founder.,humanoid_industrial,lockin_jetson_only,https://en.wowtale.net/2025/07/13/231588/,1,Wowtale article references AeiROBOT; need to verify whether Holiday Robotics is rebrand of AeiRobot.,63,2
c390,humanoid-uk,Humanoid (UK),thehumanoid.ai,London general-purpose humanoid HMND 01 with VLA-based KinetIQ stack,2024,GB,London,international,50000000,2025,seed,50000000,170,,vla_active,4,https://thehumanoid.ai,KinetIQ AI Framework leveraging VLM and Vision-Language-Action based framework,vla|vlm,2,https://thehumanoid.ai/careers,Active hiring across roles; 360 simulation training and real-world data flywheels,Explicit VLA stack; building data flywheels; clear ICP.,a,$50M founder-led capital; 170+ team; Schaeffler trial.,humanoid_general,lockin_diy,https://thehumanoid.ai,2,Strongest fit in batch — explicit VLA + VLM language and 170-person team.,77,2
c437,humble-robotics,Humble Robotics,humblerobotics.ai,"Cabless autonomous electric freight hauler running VLA models, SF",,USA,San Francisco,california,24000000,2026-04,seed,24000000,,,vla_active,4,https://theaiinsider.tech/2026/04/22/humble-emerges-from-stealth-with-24m-in-seed-funding-for-autonomous-cabless-electric-freight-hauling/,Software stack built on vision-language-action models to interpret surroundings and make decisions,vla,2,https://humblerobotics.ai/careers,Hiring across physical AI hardware software and logistics,VLA software stack explicitly cited in seed announcement; Reflex ICP.,a,$24M seed Apr 2026; ex-Apple/Uber/Waabi/Tesla/Waymo/Cruise team.,last_mile_delivery,lockin_diy,https://theaiinsider.tech/2026/04/22/humble-emerges-from-stealth-with-24m-in-seed-funding-for-autonomous-cabless-electric-freight-hauling/,2,Strong target — explicit VLA stack and well-capitalized AV team.,77,2
c369,kepler-exploration-robot,Kepler Exploration Robot,kepler-robot.com,"Shanghai humanoid in mass production, hybrid actuator architecture",2023,China,Shanghai,international,,2025,strategic,,,,vla_possible,,https://theaiinsider.tech/2025/09/27/kepler-moves-worlds-first-commercially-available-hybrid-architecture-humanoid-robot-into-mass-production/,K2 Bumblebee dual-arm 30kg payload eight-hour battery industrial humanoid,,0,,,Mass-production humanoid but no VLA disclosure,b,Multiple strategic rounds 2025; thousands of unit framework agreements,humanoid_industrial,lockin_unknown,,1,Domain inaccessible from US; relied on news source,32,3
c309,labyrinthai,LabyrinthAI,labyrinthai.co,"Foundation models for robot task learning, MassRobotics resident",,USA,Boston,us_other,,,,,,,vla_likely,4,https://www.massrobotics.org/startups/massrobotics-resident-startups/,AI foundation models enabling robots to learn tasks without programming,,0,,,Page sparse; description aligns with VLA-style stack,c,Accelerator-stage; no funding signal,humanoid_general,lockin_unknown,,1,Tiny landing page; little public posture,34,3
c340,mimic-robotics,Mimic Robotics,mimicrobotics.com,"ETH spinout dexterous-hand foundation models, Zurich seed $16M",2024,Switzerland,Zurich,international,18500000,2025,seed,16000000,25,,vla_active,3,,,mimic-video|xvla,2,https://www.mimicrobotics.com/careers,Hiring posture present; explicit VLA/VAM research org,Active VLA/VAM org publishing models; clear inference need,b,$18.5M total; 25 engineers; ETH research backbone,humanoid_industrial,lockin_diy,,3,Strong VLA candidate; published 116 models incl XVLA; building beyond-VLA approach,72,2
c380,neuracore,Neuracore,neuracore.com,"London cloud-native robot learning platform, €2.5M pre-seed",,United Kingdom,London,international,2700000,2025-11,pre_seed,2700000,,,vla_likely,4,https://www.neuracore.com/,Train imitation and reinforcement learning models on robot foundation models without custom infrastructure,,2,https://neuracore.com/careers,Senior Robot Learning Engineer Cloud Engineer roles open,Foundation-model training infra; potential Reflex partner or competitor,c,€2.5M pre-seed; YC-backed,research_only,lockin_open,https://neuracore.com/careers,2,YC-backed UK; competing/complementary platform; flag for Reflex,57,2
c435,noble-machines,Noble Machines,noblemachines.com,"General-purpose industrial humanoid Moby, Sunnyvale stealth-exit",2024,USA,"Sunnyvale, CA",us_other,,,,,,,vla_likely,4,https://www.noblemachines.ai/,AI-driven whole-body control adapts to changing conditions and learns through demonstration and feedback,,1,https://www.noblemachines.ai/,Active recruitment via Greenhouse; partnerships with NVIDIA Schaeffler,Whole-body learning humanoid; likely VLA-style stack,b,Stealth-exit 2026; partner roster suggests substantial backing,humanoid_industrial,lockin_unknown,,1,FLAG: noblemachines.com is creative agency; correct domain noblemachines.ai,49,2
c371,noetix-robotics,Noetix Robotics,noetixrobotics.com,"Beijing consumer humanoid, $145M Series B led by CATL fund",2023,China,Beijing,international,186000000,2026-03,series_b,140000000,,,vla_possible,,https://www.scmp.com/tech/tech-trends/article/3330046/chinese-robotics-start-noetix-debuts-family-friendly-us1400-humanoid,Bumi N2 E1 humanoid models 2500 unit orders at $1400 price,,0,,,Mass-market humanoid; foundation models possible but not disclosed,a,$186M+ raised; CATL-backed Series B,humanoid_general,lockin_unknown,,1,Domain unreachable from US infra,42,3
c446,nomadic-ai,Nomadic AI,nomadic.ai,"AV/robotics fleet data analysis platform, $8.4M seed",2025,USA,,us_other,8400000,2026-03,seed,8400000,,,vla_active,4,https://techcrunch.com/2026/03/31/nomadic-raises-8-4-million-to-wrangle-the-data-pouring-off-avs/,Platform turns footage into structured searchable dataset through collection of vision language models,vlms,1,https://nomadic.ai/,Customers include Zoox Mitsubishi Electric Natix Zendar,Uses VLMs at scale on AV data; potential Reflex inference customer,c,$8.4M seed at $50M post,mobile_manipulator_other,lockin_open,https://techcrunch.com/2026/03/31/nomadic-raises-8-4-million-to-wrangle-the-data-pouring-off-avs/,1,VLM-heavy AV data platform; relevant inference workload,55,2
c332,nuro,Nuro,nuro.ai,"Autonomous driving licensing platform, $2.3B raised, Series E",2016,USA,"Mountain View, CA",us_other,2300000000,2025-08,series_e,203000000,,,vla_likely,4,https://nuro.ai/careers,AI-first self-driving system Nuro Driver universal autonomy platform for all roads,,3,https://nuro.ai/careers,AI Platform ML Infrastructure Onboard Infrastructure Simulation Data Platform categories,Heavy infra hiring; likely substantial inference spend,a,$2.3B raised $6B valuation Nvidia-backed,mobile_manipulator_other,lockin_diy,https://nuro.ai/careers,3,Top Reflex prospect by spend; though likely DIY infra,80,2
c341,paddington-robotics,Paddington Robotics,,"Embodied-AI data collection in supermarkets, London $2.26M pre-seed",2024,United Kingdom,London,international,2260000,,pre_seed,2260000,16,,vla_likely,4,https://www.linkedin.com/posts/zehanwang_we-have-started-paddington-robotics-with-activity-7392501768754155520-txn2,Solving real-world data problem for embodied AI in human spaces starting with supermarkets,,0,,,Embodied AI focus suggests VLA-type stack,c,$2.26M pre-seed 16 staff,mobile_manipulator_warehouse,lockin_unknown,,1,No public domain found in batch,34,3
c431,palladyne-ai,Palladyne AI,palladyneai.com,"Embodied AI software for multi-drone autonomy, public on Nasdaq",,USA,Salt Lake City,us_other,,,public,,70,,vla_possible,,,,,1,,View All Open Positions; embodied AI roles,Hiring page exists; embodied AI focus suggests infra need.,b,"Public co PDYN, ~70 employees, formerly Sarcos.",drone_aerial,lockin_unknown,,1,"Public co (Nasdaq:PDYN), formerly Sarcos; defense focus.",37,3
c449,periodic-labs,Periodic Labs,periodic.com,"AI scientists plus autonomous wet-lab for materials discovery, $300M seed",2025,USA,San Francisco,california,300000000,2025-09,seed,300000000,,,vla_likely,4,https://jobs.ashbyhq.com/periodic-labs,LLM Inference Engineer; Research Engineer Lab Automation,custom,3,https://jobs.ashbyhq.com/periodic-labs,LLM Inference Engineer; Research Engineer Lab Automation,Explicit LLM Inference Engineer + lab automation reqs; major infra build.,a,$300M seed from a16z/NVentures; ex-OpenAI/DeepMind founders; massive lab build.,research_only,lockin_diy,https://jobs.ashbyhq.com/periodic-labs,2,"Domain redirected periodiclabs.ai -> periodic.com; founders Liam Fedus, Ekin Cubuk.",75,2
c251,proception,Proception,proception.ai,"YC W25 dexterous robotic hand for humanoids, ex-Tesla Optimus founders",2024,USA,Palo Alto,california,500000,2025-01,seed,500000,,,vla_possible,,https://proception.ai,making humanoids dexterous enough to thread a needle,,0,https://proception.ai,We're recruiting legends; no infra reqs,,c,YC W25; ~$500K so far; ex-Tesla Optimus team.,humanoid_general,lockin_open,https://proception.ai,1,Tesla suing ex-Optimus engineers; hand-only product so far.,28,3
c392,rainbow-robotics,Rainbow Robotics,rainbow-robotics.com,"Korean cobot/HUBO humanoid maker, Samsung 35% shareholder",2011,South Korea,Sejong-si,international,,2024-12,strategic,181600000,86,,vla_possible,,https://www.rainbow-robotics.com,Dual-arm mobile manipulator RB-Y1 high-precision platform for AI research,,0,https://www.rainbow-robotics.com,No public ML infra reqs found,Hardware-first; AI roadmap via Samsung partnership.,a,"KOSDAQ-listed, Samsung subsidiary, 86 staff.",humanoid_general,lockin_unknown,,1,Samsung Future Robotics Office partner; dual-arm RB-Y1 for AI labs.,42,3
c428,red-cat-holdings-teal,Red Cat Holdings (Teal),redcatholdings.com,US Army-approved soldier-portable Black Widow drone maker,2016,USA,"San Juan, PR",us_other,,,public,,,,vla_possible,,https://redcat.red/,Black Widow soldier-portable small UAS; secure edge AI,,1,https://redcat.red/careers,Paycom careers portal; opportunities available,Public defense drone co with edge-AI angle but no VLA signal.,a,Nasdaq:RCAT; $35M Army LRIP-2; ESAero production.,defense_dual_use,lockin_jetson_only,https://www.lantronix.com/newsroom/press-releases/lantronix-solution-powers-u-s-army-approved-teal-drones-a-red-cat-holdings-co-unlocking-secure-edge-ai-growth-opportunity/,1,Teal Drones in SLC; Lantronix edge AI partnership.,51,2
c448,rigyd,Rigyd,app.rigyd.com,Physics-accurate 3D asset generator for robotics simulation,,,,,,,,,,,vla_likely,4,https://news.ycombinator.com/item?id=47864502,Physics-accurate 3D assets for robotics simulations from any input,,0,https://app.rigyd.com,Site content sparse,Sim asset infra company; serves VLA training pipelines.,c,Show HN stage; pre-seed.,research_only,lockin_unknown,,0,Sim-asset vendor for VLA training pipelines; tiny.,29,3
c394,sages-intelligence,Sages Intelligence,,"China embodied AI mobile multi-arm robot maker, profitable",,China,,international,,2025,series_a_plus,,,,vla_likely,4,https://eu.36kr.com/en/p/3604613279237380,humanoid operation logic multi-arm collaboration autonomous movement intelligent perception,,0,https://eu.36kr.com/en/p/3604613279237380,Series A++ A+++ rounds hundreds of millions yuan,Profitable; embodied AI; 1K units/yr shipping.,b,Hundreds of millions yuan raised; profitable; ~1K units/year.,mobile_manipulator_other,lockin_unknown,,1,No accessible website; Chinese-language; Li Auto/J&J/Mitsubishi customer.,44,3
c275,seeing-systems,Seeing Systems,seeing-systems.com,YC W26 AI defense FPV drone platform,,United Kingdom,,international,,,,,,,vla_likely,4,,,,0,,No careers titles listed,Agentic AI swarm coord; potentially VLA-adjacent.,c,YC W26 stage; UK defense.,defense_dual_use,lockin_unknown,,1,Estonian/EU military deployments.,34,3
c285,sensei,Sensei,,YC S24 robotics training-data startup,,USA,,us_other,,,,,,,vla_likely,4,https://techcrunch.com/2024/09/25/13-companies-from-yc-demo-day-1-that-are-worth-paying-attention-to/,Training data startup,,0,,,No domain in input; YC S24 data co for robotics.,c,YC S24; data layer.,research_only,lockin_unknown,,0,No domain; data-only co for VLA training.,29,3
c267,servo7,Servo7,servo7.com,"YC W26 wheeled-humanoid warehouse picker, ex-OpenAI/HF/General Intuition team",,Netherlands,,international,,,,,,,vla_likely,4,https://servo7.com,AI models to train wheeled humanoids; learn from human demonstrations,,0,https://servo7.com,No careers titles on homepage,Imitation learning / wheeled humanoids; strong VLA fit.,c,YC W26; PostNL/CEVA pilots; small team.,mobile_manipulator_warehouse,lockin_open,https://servo7.com,1,"Founders ex-OpenAI, Hugging Face, General Intuition.",40,3
c382,sharpa,Sharpa,sharpa.com,Singapore VTLA dexterous hand and humanoid (CES 2026 winner),2024,Singapore,Singapore,international,,,,,100,,vla_active,4,https://www.sharpa.com/blogs/news/sharpa-aims-to-manufacture-time-via-its-craftnet-vtla-model-and-stuns-ces-2026-with-live-autonomous-demos-for-fine-manipulation,CraftNet end-to-end hierarchical VTLA model for fine manipulation,custom|VTLA,2,https://www.sharpa.com/pages/careers,Actively hiring; careers page live,Builds own VTLA (CraftNet); hiring; mass production.,b,"~100 staff, mass production Wave hand Oct 2025.",humanoid_general,lockin_diy,https://www.sharpa.com/blogs/news/sharpa-aims-to-manufacture-time-via-its-craftnet-vtla-model-and-stuns-ces-2026-with-live-autonomous-demos-for-fine-manipulation,2,"Founders Shaoqing Xiang, David Li, Kai Sun; 100+ globally; CraftNet VTLA in-house.",67,2
c348,sitegeist,Sitegeist,sitegeist-robotics.com,"German modular construction robots for concrete renovation, TUM spinout",,Germany,Munich,international,4400000,2026-02,pre_seed,4400000,,,vla_likely,4,https://tech.eu/2026/02/16/sitegeist-secures-eur4m-pre-seed-for-ai-modular-robots-in-construction/,AI-based decision support adaptive control complex geometries varying material,,0,https://sitegeist-robotics.com,Hiring to expand team per funding announcement,Pre-seed; AI adaptive control on unstructured sites.,c,€4M pre-seed (Feb 2026); team expanding.,mobile_manipulator_other,lockin_open,https://sitegeist-robotics.com,1,TUM spinout; b2venture/OpenOcean co-led.,40,3
c368,spirit-ai-qianxun,Spirit AI (Qianxun),qianxun-ai.com,"Chinese humanoid foundry, self-developed Spirit VLA model, Pre-A+",2024,China,,international,464000000,2026-01,pre_a_plus,280000000,,,vla_active,4,https://eu.36kr.com/en/p/3701216103281408,Spirit v1.5 scored 66.09 on RoboChallenge Table30 surpassing Pi0.5 in success rate,spirit_v1|spirit_v1.5,0,,,No public careers page found; running own VLA model.,a,~$464M raised across 6 rounds in 2 years; backed by JD,humanoid_general,lockin_diy,https://eu.36kr.com/en/p/3701216103281408,1,Self-developed VLA; China; cert expired on direct domain,60,2
c345,stateful-robotics,Stateful Robotics,,"Oxford spinout, long-term robot intelligence foundation models, pre-seed",,United Kingdom,Oxford,international,4800000,2026-03,pre_seed,4800000,,,vla_likely,5,https://tech.eu/2026/03/24/stateful-robotics-secures-48m-to-advance-long-term-robot-intelligence/,continuously integrating real-time data task progress and historical performance into unified AI model,custom,0,,,Pre-seed; tiny team; no careers signal yet.,c,$4.8M pre-seed; <15 headcount likely,research_only,lockin_unknown,,1,Foundation-model posture but pre-seed early; no website found,34,3
c321,synthium,Synthium,synthium.xyz,Crowdsourced gameplay data for humanoid policy training,,USA,Boston,us_other,,,,,,,vla_likely,4,https://synthium.xyz/,Gameplay becomes high-quality datasets that train robots in reasoning coordination and adaptation,custom,0,https://synthium.xyz/careers,,Pre-funding; data pipeline play not inference customer.,c,Stealth/early; MassRobotics resident,research_only,lockin_unknown,,1,Data company not policy-runner; tangential to Reflex,34,3
c364,telexistence,Telexistence,tx-inc.com,"Japan retail humanoid with VLA foundation model, Seven-Eleven partnership",,Japan,Tokyo,international,170000000,2023-07,series_b,170000000,,,vla_active,3,https://tx-inc.com/en/blog/2025/09/30/12542/,Astra humanoid robot equipped with Vision-Language-Action VLA foundation model,custom_vla|physical_intelligence,0,,,Partner with Physical Intelligence on drink-restocking; explicit VLA.,a,$170M Series B in 2023; Seven-Eleven deployment,humanoid_industrial,lockin_open,https://tx-inc.com/en/blog/2025/09/30/12542/,2,Strong VLA fit; partnered with Physical Intelligence,75,1
c442,the-bot-company,The Bot Company,thebotcompany.com,"Kyle Vogt home robot startup, multimodal foundation models",2024,USA,San Francisco,california,302000000,2025-03,series,150000000,,,vla_active,4,https://www.therobotreport.com/the-bot-company-led-by-kyle-vogt-brings-in-another-150m/,latest funding round will help build out hardware and artificial intelligence for household robots,multimodal_foundation_models|custom,3,https://simplify.jobs/p/504abd6f-8852-4194-8f8d-20d7fd845e0f/Machine-Learning-Multimodal-Foundation-Models,Machine Learning: Multimodal Foundation Models,Multiple ML reqs incl whole-body control and multimodal foundation models.,a,$302M raised at $2B valuation; ex-Cruise/Tesla team,consumer_home,lockin_diy,https://simplify.jobs/p/504abd6f-8852-4194-8f8d-20d7fd845e0f/Machine-Learning-Multimodal-Foundation-Models,2,Domain blocked direct fetch; strong VLA fit per job postings,85,2
c260,the-robot-learning-company,The Robot Learning Company,robot-learning.co,"Open-source AI-native robotics dev kit, Germany",,Germany,,international,,,,,,,vla_likely,5,https://robot-learning.co/,An Open Source Dev Kit for AI-native Robotics,custom|imitation_learning,0,https://jobs.ashbyhq.com/robot-learning-co,,YC X25 dev kit; small team.,c,YC X25 small dev-kit company,research_only,lockin_open,https://robot-learning.co/,2,Leader-follower imitation; open-source posture,45,2
c395,theator,Theator,theator.io,"Surgical intelligence platform, large vision-language models, San Mateo/Israel",2018,USA,San Mateo,california,70000000,,series_a,39500000,,,vla_active,5,https://theator.io/,applies computer vision and large vision-language models to break down surgeries,vlm|custom,0,,,Domain blocked direct fetch; explicit VLM mention from input source.,b,$70M raised over 5 rounds; commercial w/ Mayo Clinic,surgical_medical,lockin_unknown,,1,Surgical analytics not real-time policy; partial Reflex fit,54,2
c322,thinking-robots,Thinking Robots,thinkingrobots.ai,"Custom robotics software, Boston, natural-language instruction",,USA,Boston,us_other,,,,,,,vla_likely,5,https://www.thinkingrobots.ai/,Robots will be instructed NOT PROGRAMMED through natural language dialogues,custom,0,,,No funding/headcount visible.,c,"MassRobotics resident, early stage",mobile_manipulator_other,lockin_unknown,,1,Natural-language-conditioned but unclear VLA depth,34,3
c323,tp7-ai-robotics,TP7 AI Robotics,tp7.ai,"Dual-arm mobile robots learning by observation, Harvard/MIT founders",,USA,,us_other,,,,,,,vla_likely,4,https://www.tp7.ai/,AI-powered robots that operate 24/7 in high-mix high-variance environments,custom|imitation_learning,0,,,No funding signal; founders Harvard/MIT.,c,Early stage MassRobotics resident,mobile_manipulator_other,lockin_unknown,,1,Imitation learning posture; pre-seed scale,34,3
c351,trener-robotics,Trener Robotics,trenerrobotics.com,"Norway/SF physical-AI skill platform for industrial robots, Series A",2024,USA,San Francisco,california,38000000,2026-02,series_a,32000000,,,vla_active,4,,,acteris|custom,1,,,Visual+haptic+language+action = multimodal action model.,b,$38M total raised; Nikon-backed; team ~industry vets,mobile_manipulator_other,lockin_diy,,2,Strong VLA fit; physical-AI posture; closely matches Reflex ICP,60,2
c283,ultra,Ultra,ultra.tech,"AI-powered ecommerce packaging robot for warehouses, NYC, YC S24",2024,USA,New York,us_other,500000,2024,seed,500000,,,vla_likely,4,https://ultra.tech/,robots powered by AI thats trained with examples; neural nets trained with examples,imitation_learning|custom,1,https://ultra.tech/,Come help us ship thousands more,Hiring across the board; small team.,c,$500K seed YC S24; small team,mobile_manipulator_warehouse,lockin_unknown,,1,Imitation-learning posture; neural-net policies,39,3
c263,verne-robotics,Verne Robotics,vernerobotics.com,"AI-native reconfigurable robots dev platform, YC S25",2025,,,,,,,,,,vla_likely,4,https://vernerobotics.com/,Nemos AI is special: our robots are reconfigurable on-site,custom,0,,,Early YC S25; few hires visible.,c,YC S25 early,mobile_manipulator_other,lockin_unknown,,1,Robot learning posture; pre-seed scale,34,3
c399,virtuoso-surgical,Virtuoso Surgical,virtuososurgical.net,"Endoscopic surgical robotics, ARPA-H AI demonstration learning project",,USA,Nashville,us_other,12000000,2025-01,grant,12000000,,,vla_likely,5,https://virtuososurgical.net/2025/01/13/virtuoso-surgical-robot-helps-enable-innovative-arpa-h-project-on-artificial-intelligence/,Surgeons will literally train robots just like they train residents and fellows today,custom|imitation_learning,0,,,Academic-grant funded; demonstration learning approach.,c,$12M ARPA-H grant; small academic-spinout,surgical_medical,lockin_open,https://virtuososurgical.net/2025/01/13/virtuoso-surgical-robot-helps-enable-innovative-arpa-h-project-on-artificial-intelligence/,1,Imitation learning posture; ARPA-H grant,40,3
c327,xyz-robotics,XYZ Robotics,xyzrobotics.com,"AI mobile manipulation for truck loading and warehouse picking, China/global",2018,China,Shanghai,international,,,,,,,vla_likely,5,https://www.xyzrobotics.com/,Accelerate Logistics Automation with Physical AI,custom,0,,,Multi-region offices; physical-AI marketing.,b,Established multi-country logistics automation,mobile_manipulator_warehouse,lockin_unknown,,1,Physical-AI posture; warehouse manipulation,44,3
c282,yondu,Yondu,yondu.ai,"Embodied AI for warehouse bin-picking, Gardena CA, YC W24",2024,USA,Gardena,us_other,,,,,,,vla_likely,4,https://yondu.ai/,first company to fully automate brownfield bin-picking at price mid-sized warehouses can afford,robotic_foundation_models|custom,1,,,Embodied-AI 3-part platform; small team.,c,YC W24 seed-stage embodied AI,mobile_manipulator_warehouse,lockin_unknown,,1,YC W24; mentioned robotic foundation models for drones in YC post,39,3
c258,zeon-systems,Zeon Systems,zeonsystems.ai,"AI lab automation translating natural language protocols to robot ops, YC X25",2026,,,,,,,,,,vla_likely,4,https://www.zeonsystems.ai/,For AI systems that need an endpoint to act,world_model|custom,1,https://www.zeonsystems.ai/careers,,World-model + closed-loop execution language posture.,c,YC X25 very early,research_only,lockin_unknown,,1,World-model marketing; lab automation,39,3
c436,zeroth-robotics,Zeroth Robotics,zeroth0.com,"5-robot lineup for home/dev/commercial, embodied AI, ex-stealth 2026",2024,China,Suzhou,international,,2026-01,stealth_emerging,,,,vla_likely,5,https://theaiinsider.tech/2026/01/05/zeroth-robotics-emerges-from-stealth-enters-u-s-market-debuts-lineup-of-interactive-ai-robots/,unified technology stack motion control adaptive interaction model proprietary actuator engineering,custom,0,,,Adaptive interaction model wording suggests learned policy; no specifics.,c,Recent stealth exit; unconfirmed funding,consumer_home,lockin_unknown,,1,China-linked; emerging,34,3
